Date,Close
2012-01-04,148.394
2012-01-05,148.304
2012-01-06,148.305
2012-01-09,148.367
2012-01-10,148.381
2012-01-11,148.408
2012-01-12,148.514
2012-01-13,148.522
2012-01-16,148.52
2012-01-17,148.514
2012-01-18,148.486
2012-01-19,148.55
2012-01-20,148.717
2012-01-30,148.887
2012-01-31,148.901
2012-02-01,148.918
2012-02-02,148.863
2012-02-03,148.931
2012-02-06,148.949
2012-02-07,148.931
2012-02-08,148.929
2012-02-09,148.879
2012-02-10,148.908
2012-02-13,148.964
2012-02-14,148.99
2012-02-15,149.07
2012-02-16,149.139
2012-02-17,149.161
2012-02-20,149.394
2012-02-21,149.482
2012-02-22,149.44
2012-02-23,149.355
2012-02-24,149.385
2012-02-27,149.436
2012-02-28,149.52
2012-02-29,149.523
2012-03-01,149.567
2012-03-02,149.564
2012-03-05,149.683
2012-03-06,149.712
2012-03-07,149.741
2012-03-08,149.854
2012-03-09,150.032
2012-03-12,150.158
2012-03-13,150.039
2012-03-14,149.96
2012-03-15,150.031
2012-03-16,150.1
2012-03-19,150.194
2012-03-20,150.281
2012-03-21,150.304
2012-03-22,150.393
2012-03-23,150.413
2012-03-26,150.424
2012-03-27,150.425
2012-03-28,150.43
2012-03-29,150.44
2012-03-30,150.659
2012-04-05,150.806
2012-04-06,150.803
2012-04-09,150.901
2012-04-10,150.949
2012-04-11,150.991
2012-04-12,151.101
2012-04-13,151.131
2012-04-16,151.249
2012-04-17,151.298
2012-04-18,151.173
2012-04-19,151.101
2012-04-20,151.421
2012-04-23,151.532
2012-04-24,151.565
2012-04-25,151.513
2012-04-26,151.67
2012-04-27,151.793
2012-05-02,151.88
2012-05-03,151.906
2012-05-04,151.922
2012-05-07,151.908
2012-05-08,152.029
2012-05-09,152.119
2012-05-10,152.145
2012-05-11,152.22
2012-05-14,152.393
2012-05-15,152.511
2012-05-16,152.636
2012-05-17,152.755
2012-05-18,152.907
2012-05-21,153.067
2012-05-22,153.201
2012-05-23,153.353
2012-05-24,153.529
2012-05-25,153.59
2012-05-28,153.801
2012-05-29,153.826
2012-05-30,153.917
2012-05-31,153.975
2012-06-01,154.016
2012-06-04,154.095
2012-06-05,154.102
2012-06-06,154.204
2012-06-07,154.329
2012-06-08,154.664
2012-06-11,154.808
2012-06-12,154.944
2012-06-13,154.991
2012-06-14,154.979
2012-06-15,155.021
2012-06-18,155.058
2012-06-19,155.043
2012-06-20,154.972
2012-06-21,155.098
2012-06-25,155.076
2012-06-26,155.146
2012-06-27,155.209
2012-06-28,155.215
2012-06-29,155.494
2012-07-02,155.556
2012-07-03,155.598
2012-07-04,155.66
2012-07-05,155.696
2012-07-06,155.792
2012-07-09,155.88
2012-07-10,155.909
2012-07-11,156.062
2012-07-12,155.983
2012-07-13,156.073
2012-07-16,156.106
2012-07-17,156.14
2012-07-18,156.111
2012-07-19,156.113
2012-07-20,156.128
2012-07-23,156.187
2012-07-24,156.199
2012-07-25,156.245
2012-07-26,156.251
2012-07-27,156.26
2012-07-30,156.276
2012-07-31,156.196
2012-08-01,156.239
2012-08-02,156.266
2012-08-03,156.208
2012-08-06,156.247
2012-08-07,156.104
2012-08-08,156.196
2012-08-09,156.25
2012-08-10,156.269
2012-08-13,156.329
2012-08-14,156.334
2012-08-15,156.325
2012-08-16,156.32
2012-08-17,156.345
2012-08-20,156.418
2012-08-21,156.448
2012-08-22,156.412
2012-08-23,156.461
2012-08-24,156.472
2012-08-27,156.634
2012-08-28,156.56
2012-08-29,156.555
2012-08-30,156.558
2012-08-31,156.637
2012-09-03,156.661
2012-09-04,156.68
2012-09-05,156.686
2012-09-06,156.704
2012-09-07,156.74
2012-09-10,156.769
2012-09-11,156.788
2012-09-12,156.802
2012-09-13,156.849
2012-09-14,156.86
2012-09-17,156.818
2012-09-18,156.855
2012-09-19,156.866
2012-09-20,156.89
2012-09-21,156.932
2012-09-24,156.975
2012-09-25,157.005
2012-09-26,157.078
2012-09-27,157.139
2012-09-28,157.231
2012-10-08,157.445
2012-10-09,157.449
2012-10-10,157.517
2012-10-11,157.578
2012-10-12,157.683
2012-10-15,157.754
2012-10-16,157.797
2012-10-17,157.833
2012-10-18,157.879
2012-10-19,157.919
2012-10-22,157.996
2012-10-23,158.038
2012-10-24,158.049
2012-10-25,158.051
2012-10-26,158.093
2012-10-29,158.102
2012-10-30,158.11
2012-10-31,158.17
2012-11-01,158.206
2012-11-02,158.224
2012-11-05,158.267
2012-11-06,158.315
2012-11-07,158.38
2012-11-08,158.376
2012-11-09,158.414
2012-11-12,158.485
2012-11-13,158.564
2012-11-14,158.571
2012-11-15,158.63
2012-11-16,158.667
2012-11-19,158.654
2012-11-20,158.701
2012-11-21,158.732
2012-11-22,158.776
2012-11-23,158.818
2012-11-26,158.901
2012-11-27,158.939
2012-11-28,158.97
2012-11-29,158.938
2012-11-30,158.997
2012-12-03,159.054
2012-12-04,159.06
2012-12-05,159.049
2012-12-06,159.087
2012-12-07,159.081
2012-12-10,159.16
2012-12-11,159.153
2012-12-12,159.215
2012-12-13,159.256
2012-12-14,159.282
2012-12-17,159.335
2012-12-18,159.35
2012-12-19,159.38
2012-12-20,159.347
2012-12-21,159.379
2012-12-24,159.412
2012-12-25,159.441
2012-12-26,159.437
2012-12-27,159.41
2012-12-28,159.425
2012-12-31,159.601
2013-01-04,159.647
2013-01-07,159.724
2013-01-08,159.762
2013-01-09,159.836
2013-01-10,159.916
2013-01-11,159.993
2013-01-14,160.041
2013-01-15,160.08
2013-01-16,160.09
2013-01-17,160.135
2013-01-18,160.195
2013-01-21,160.323
2013-01-22,160.324
2013-01-23,160.39
2013-01-24,160.433
2013-01-25,160.54
2013-01-28,160.627
2013-01-29,160.679
2013-01-30,160.715
2013-01-31,160.765
2013-02-01,160.795
2013-02-04,160.877
2013-02-05,160.933
2013-02-06,161.025
2013-02-07,161.104
2013-02-08,161.213
2013-02-18,161.473
2013-02-19,161.524
2013-02-20,161.583
2013-02-21,161.718
2013-02-22,161.783
2013-02-25,161.846
2013-02-26,161.855
2013-02-27,161.853
2013-02-28,161.887
2013-03-01,161.953
2013-03-04,162.045
2013-03-05,162.111
2013-03-06,162.176
2013-03-07,162.249
2013-03-08,162.294
2013-03-11,162.395
2013-03-12,162.452
2013-03-13,162.458
2013-03-14,162.494
2013-03-15,162.532
2013-03-18,162.613
2013-03-19,162.602
2013-03-20,162.605
2013-03-21,162.65
2013-03-22,162.704
