Date,Close
2012-01-04,3192.234
2012-01-05,3074.368
2012-01-06,3087.546
2012-01-09,3212.904
2012-01-10,3345.391
2012-01-11,3346.742
2012-01-12,3345.812
2012-01-13,3233.701
2012-01-16,3130.558
2012-01-17,3304.88
2012-01-18,3237.852
2012-01-19,3270.765
2012-01-20,3315.603
2012-01-30,3292.409
2012-01-31,3294.494
2012-02-01,3266.234
2012-02-02,3328.153
2012-02-03,3383.05
2012-02-06,3412.405
2012-02-07,3356.838
2012-02-08,3445.52
2012-02-09,3469.846
2012-02-10,3488.229
2012-02-13,3519.875
2012-02-14,3524.625
2012-02-15,3578.149
2012-02-16,3577.202
2012-02-17,3565.306
2012-02-20,3574.458
2012-02-21,3618.302
2012-02-22,3689.004
2012-02-23,3700.888
2012-02-24,3756.825
2012-02-27,3764.326
2012-02-28,3745.58
2012-02-29,3696.144
2012-03-01,3715.673
2012-03-02,3794.416
2012-03-05,3798.377
2012-03-06,3760.585
2012-03-07,3732.707
2012-03-08,3791.827
2012-03-09,3848.108
2012-03-12,3871.12
2012-03-13,3910.064
2012-03-14,3734.317
2012-03-15,3689.014
2012-03-16,3786.617
2012-03-19,3829.696
2012-03-20,3746.284
2012-03-21,3760.047
2012-03-22,3742.388
2012-03-23,3670.129
2012-03-26,3666.279
2012-03-27,3652.876
2012-03-28,3490.007
2012-03-29,3425.702
2012-03-30,3416.856
2012-04-05,3531.549
2012-04-06,3554.027
2012-04-09,3512.914
2012-04-10,3554.038
2012-04-11,3566.476
2012-04-12,3640.407
2012-04-13,3675.028
2012-04-16,3685.481
2012-04-17,3631.556
2012-04-18,3714.02
2012-04-19,3704.705
2012-04-20,3736.365
2012-04-23,3691.574
2012-04-24,3666.395
2012-04-25,3718.911
2012-04-26,3700.028
2012-04-27,3664.638
2012-05-02,3718.259
2012-05-03,3733.816
2012-05-04,3758.004
2012-05-07,3784.556
2012-05-08,3783.472
2012-05-09,3717.47
2012-05-10,3731.131
2012-05-11,3715.385
2012-05-14,3710.097
2012-05-15,3705.883
2012-05-16,3660.312
2012-05-17,3714.186
2012-05-18,3655.858
2012-05-21,3653.546
2012-05-22,3711.055
2012-05-23,3708.919
2012-05-24,3678.093
2012-05-25,3635.516
2012-05-28,3687.455
2012-05-29,3745.678
2012-05-30,3752.219
2012-05-31,3753.593
2012-06-01,3744.437
2012-06-04,3621.808
2012-06-05,3617.614
2012-06-06,3600.163
2012-06-07,3581.137
2012-06-08,3564.158
2012-06-11,3630.314
2012-06-12,3608.391
2012-06-13,3674.875
2012-06-14,3652.705
2012-06-15,3648.994
2012-06-18,3684.727
2012-06-19,3657.958
2012-06-20,3636.09
2012-06-21,3590.837
2012-06-25,3493.116
2012-06-26,3489.972
2012-06-27,3476.403
2012-06-28,3427.819
2012-06-29,3470.965
2012-07-02,3509.503
2012-07-03,3515.778
2012-07-04,3497.748
2012-07-05,3418.202
2012-07-06,3486.546
2012-07-09,3398.805
2012-07-10,3365.665
2012-07-11,3404.104
2012-07-12,3450.302
2012-07-13,3435.084
2012-07-16,3311.089
2012-07-17,3334.286
2012-07-18,3352.848
2012-07-19,3392.656
2012-07-20,3369.913
2012-07-23,3337.856
2012-07-24,3361.09
2012-07-25,3332.085
2012-07-26,3302.336
2012-07-27,3283.592
2012-07-30,3217.452
2012-07-31,3159.192
2012-08-01,3216.184
2012-08-02,3195.863
2012-08-03,3259.856
2012-08-06,3337.267
2012-08-07,3368.252
2012-08-08,3356.485
2012-08-09,3405.058
2012-08-10,3395.849
2012-08-13,3318.1
2012-08-14,3349.585
2012-08-15,3310.839
2012-08-16,3286.828
2012-08-17,3286.778
2012-08-20,3289.439
2012-08-21,3335.753
2012-08-22,3306.111
2012-08-23,3327.99
